Title,Part of Term,Co-enroll,Attributes,CRN,Subject,Course Number,Section,Campus,Type,Method,Credits,Start Time,End Time,Days,Where,Instructor
,,,,22756,,,,,,,,TBA,,,Band Hall,Jill Stewart
Individual Instruction - Woodwind Instruments (Major Freshmen),Full Term,,,17161,MUAP,1217,002,Brenham Campus,Lecture,In Person,2.000,4:40 pm,5:30 pm,T,Band Hall,Brian Joseph Klekar
,,,,17161,,,,,,,,TBA,,,Band Hall,Brian Joseph Klekar
Individual Instruction - Woodwind Instruments (Major Freshmen),Full Term,,,16369,MUAP,1217,003,Brenham Campus,Lecture,In Person,2.000,4:45 pm,5:35 pm,R,Band Hall,Jessica N Borski
,,,,16369,,,,,,,,TBA,,,Band Hall,Jessica N Borski
Individual Instruction - Brass Instruments (Music Major - Freshmen),Full Term,,,14081,MUAP,1237,001,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,TBA
Individual Instruction - Brass Instruments (Music Major - Freshmen),Full Term,,,25978,MUAP,1237,002,Brenham Campus,Lecture,In Person,2.000,4:40 pm,5:30 pm,R,Band Hall,Ethyn Evans
,,,,25978,,,,,,,,TBA,,,Band Hall,Ethyn Evans
Individual Instruction - Brass Instruments (Music Major - Freshmen),Full Term,,,12139,MUAP,1237,003,Brenham Campus,Lecture,In Person,2.000,5:40 pm,6:30 pm,M,Band Hall,Brandon Earl Garrison
,,,,12139,,,,,,,,TBA,,,Band Hall,Brandon Earl Garrison
Individual Instruction - Brass Instruments (Music Major - Freshmen),Full Term,,,21778,MUAP,1237,004,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,TBA
Individual Instruction - Percussion Instruments (Music Major - Freshmen),Full Term,,,12140,MUAP,1257,001,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,Sarah Burke
Individual Instruction - Piano Study (Music Major - Freshmen),Full Term,,,21779,MUAP,1269,001,Brenham Campus,Lecture,In Person,2.000,4:40 pm,5:30 pm,R,Band Hall,John E. Dujka
,,,,21779,,,,,,,,TBA,,,Band Hall,John E. Dujka
Individual Instruction - Voice Study (Music Major - Freshmen),Full Term,,,17166,MUAP,1281,001,Brenham Campus,Lecture,In Person,2.000,2:50 pm,3:40 pm,T,Schmidt Building,Daniel Holmes Johnson
,,,,17166,,,,,,,,TBA,,,Schmidt Building,Daniel Holmes Johnson
Individual Instruction - Woodwind Instruments (Non Major - Sophomores),Full Term,,,12147,MUAP,2117,001,Brenham Campus,Lecture,In Person,1.000,2:50 pm,3:40 pm,W,Band Hall,Jill Stewart
,,,,12147,,,,,,,,TBA,,,Band Hall,Jill Stewart
Individual Instruction - Woodwind Instruments (Non Major - Sophomores),Full Term,,,17168,MUAP,2117,002,Brenham Campus,Lecture,In Person,1.000,4:40 pm,5:30 pm,T,Band Hall,Brian Joseph Klekar
,,,,17168,,,,,,,,TBA,,,Band Hall,Brian Joseph Klekar
Individual Instruction - Woodwind Instruments (Non Major - Sophomores),Full Term,,,22758,MUAP,2117,003,Brenham Campus,Lecture,In Person,1.000,4:45 pm,5:35 pm,R,Band Hall,Jessica N Borski
,,,,22758,,,,,,,,TBA,,,Band Hall,Jessica N Borski
Individual Instruction - Brass Instruments (Non Major - Sophomores),Full Term,,,25979,MUAP,2137,001,Brenham Campus,Lecture,In Person,1.000,TBA,,,Band Hall,TBA
Individual Instruction - Brass Instruments (Non Major - Sophomores),Full Term,,,24605,MUAP,2137,002,Brenham Campus,Lecture,In Person,1.000,4:40 pm,5:30 pm,R,Band Hall,Ethyn Evans
,,,,24605,,,,,,,,TBA,,,Band Hall,Ethyn Evans
Individual Instruction - Brass Instruments (Non Major - Sophomores),Full Term,,,25980,MUAP,2137,003,Brenham Campus,Lecture,In Person,1.000,5:40 pm,6:30 pm,M,Band Hall,Brandon Earl Garrison
,,,,25980,,,,,,,,TBA,,,Band Hall,Brandon Earl Garrison
Individual Instruction - Brass Instruments (Non Major - Sophomores),Full Term,,,25235,MUAP,2137,004,Brenham Campus,Lecture,In Person,1.000,TBA,,,Band Hall,TBA
Individual Instruction - Percussion Instruments (Non Major - Sophomores),Full Term,,,17172,MUAP,2157,001,Brenham Campus,Lecture,In Person,1.000,TBA,,,Band Hall,Sarah Burke
Individual Instruction - Piano Study (Non Major - Sophomores),Full Term,,,25981,MUAP,2169,001,Brenham Campus,Lecture,In Person,1.000,4:40 pm,5:30 pm,R,Band Hall,John E. Dujka
,,,,25981,,,,,,,,TBA,,,Band Hall,John E. Dujka
Individual Instruction - Voice Study (Non Major - Sophomores),Full Term,,Exclude Crse from 3-peat Count,23760,MUAP,2181,001,Brenham Campus,Lecture,In Person,1.000,2:50 pm,3:40 pm,T,Schmidt Building,Daniel Holmes Johnson
,,,,23760,,,,,,,,TBA,,,Schmidt Building,Daniel Holmes Johnson
Individual Instruction - Woodwind Instruments (Major-Sophomores),Full Term,,,25982,MUAP,2217,001,Brenham Campus,Lecture,In Person,2.000,2:50 pm,3:40 pm,W,Band Hall,Jill Stewart
,,,,25982,,,,,,,,TBA,,,Band Hall,Jill Stewart
Individual Instruction - Woodwind Instruments (Major-Sophomores),Full Term,,,24610,MUAP,2217,002,Brenham Campus,Lecture,In Person,2.000,4:40 pm,5:30 pm,T,Band Hall,Brian Joseph Klekar
,,,,24610,,,,,,,,TBA,,,Band Hall,Brian Joseph Klekar
Individual Instruction - Woodwind Instruments (Major-Sophomores),Full Term,,,25983,MUAP,2217,003,Brenham Campus,Lecture,In Person,2.000,4:45 pm,5:35 pm,R,Band Hall,Jessica N Borski
,,,,25983,,,,,,,,TBA,,,Band Hall,Jessica N Borski
Individual Instruction - Brass Instruments (Music Major - Sophomores),Full Term,,,17200,MUAP,2237,001,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,TBA
Individual Instruction - Brass Instruments (Music Major - Sophomores),Full Term,,,23763,MUAP,2237,003,Brenham Campus,Lecture,In Person,2.000,5:40 pm,6:30 pm,M,Band Hall,Brandon Earl Garrison
,,,,23763,,,,,,,,TBA,,,TBA,Brandon Earl Garrison
Individual Instruction - Brass Instruments (Music Major - Sophomores),Full Term,,,25984,MUAP,2237,004,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,TBA
Individual Instruction - Percussion Instruments (Music Major - Sophomores),Full Term,,,17202,MUAP,2257,001,Brenham Campus,Lecture,In Person,2.000,TBA,,,Band Hall,Sarah Burke
Individual Instruction - Piano Study (Music Major - Sophomores),Full Term,,,22764,MUAP,2269,001,Brenham Campus,Lecture,In Person,2.000,4:40 pm,5:30 pm,R,Band Hall,John E. Dujka
,,,,22764,,,,,,,,TBA,,,Band Hall,John E. Dujka
Individual Instruction - Voice Study (Music Major - Sophomores),Full Term,,,17205,MUAP,2281,001,Brenham Campus,Lecture,In Person,2.000,2:50 pm,3:40 pm,T,Schmidt Building,Daniel Holmes Johnson
,,,,17205,,,,,,,,TBA,,,Schmidt Building,Daniel Holmes Johnson
Marching Band - Full Term,Also meets Wednesday from 12-1:40pm and 6-8pm,,,25960,MUEN,1124,001,Brenham Campus,Laboratory,In Person,1.000,12:00 pm,1:40 pm,MF,Band Hall 124,"Sarah Burke , Carnell De'Leon Simmons"
Jazz Ensemble,Full Term,,,25962,MUEN,1126,001,Brenham Campus,Laboratory,In Person,1.000,2:50 pm,4:30 pm,TR,Band Hall 160,Carnell De'Leon Simmons
Woodwind Ensemble,Full Term,,Visual&Performing Art-Chart I,25995,MUEN,1133,001,Brenham Campus,Laboratory,In Person,1.000,4:15 pm,5:30 pm,W,Band Hall,TBA
,,,,25995,,,,,,,,2:00 pm,3:15 pm,F,Band Hall,TBA
Brass Ensemble,Full Term,,Visual&Performing Art-Chart I,25994,MUEN,1134,001,Brenham Campus,Laboratory,In Person,1.000,4:15 pm,5:30 pm,MW,Band Hall,TBA
Marching Auxiliaries,Full Term,,,25996,MUEN,1137,001,Brenham Campus,Lecture,In Person,1.000,4:45 pm,5:35 pm,R,Band Hall,Sarah Burke
,,,,25996,,,,,,,,10:00 am,11:40 am,F,Band Hall,Sarah Burke
Percussion Ensemble,Full Term,,Visual&Performing Art-Chart I,25997,MUEN,1138,001,Brenham Campus,Lecture,In Person,1.000,4:15 pm,5:30 pm,W,Band Hall 158,Sarah Burke
,,,,25997,,,,,,,,2:30 pm,3:45 pm,F,Band Hall,Sarah Burke
Concert Choir,Full Term,,Visual&Performing Art-Chart I,25963,MUEN,1141,001,Brenham Campus,Lecture,In Person,1.000,7:00 pm,8:15 pm,T,Band Hall 160,Larry Smith
,,,,25963,,,,,,,,2:50 pm,4:05 pm,R,Schmidt Building CHRL,Larry Smith
Chamber Choir,Full Term,,Visual&Performing Art-Chart I,25985,MUEN,1154,001,Brenham Campus,Laboratory,In Person,1.000,2:50 pm,4:05 pm,MW,Schmidt Building CHRL,Larry Smith
,,,,25985,,,,,,,,3:50 pm,4:40 pm,T,Schmidt Building CHRL,Larry Smith
Sight Singing & Ear Training I - Full Term,Offered only in the Fall,,,17269,MUSI,1116,001,Brenham Campus,Laboratory,In Person,1.000,9:10 am,10:25 am,MW,Band Hall 136,Jill Stewart
Opera Workshop,Full Term,,,25783,MUSI,1157,001,Brenham Campus,Laboratory,In Person,1.000,12:00 pm,1:15 pm,MW,Schmidt Building CHRL,Daniel Holmes Johnson
Class Piano I - Full Term,Offered only in the Fall,,Visual&Performing Art-Chart I,23720,MUSI,1181,001,Brenham Campus,Laboratory,In Person,1.000,8:10 am,9:00 am,TR,Band Hall 142,John E. Dujka
Music Appreciation,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17329,MUSI,1306,001,Brenham Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,Band Hall 136,TBA
Music Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17325,MUSI,1306,B02,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,MW,Band Hall 136,Carnell De'Leon Simmons
Music Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",14960,MUSI,1306,B05,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Band Hall 136,Carnell De'Leon Simmons
Music Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17337,MUSI,1306,B30,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,T Building 122,Darla Jean Etter
Music Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17343,MUSI,1306,B32,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,T Building 122,Darla Jean Etter
Music Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",20851,MUSI,1306,B33,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,T Building 122,TBA
Music Appreciation,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",12216,MUSI,1306,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Todd J Quinlan
Music Appreciation,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25622,MUSI,1306,N02,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Daniel Holmes Johnson
Music Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",20677,MUSI,1306,NH1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Larry Smith
Music Appreciation,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",20881,MUSI,1306,NH2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Larry Smith
Music Appreciation,12-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21045,MUSI,1306,NL1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - 12 week,TBA
Music Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",15888,MUSI,1306,NZ1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Larry Smith
Music Appreciation,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21680,MUSI,1306,NZ2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,TBA
History of Rock and Popular Music,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17363,MUSI,1310,001,Brenham Campus,Lecture,In Person,3.000,10:35 am,11:50 am,TR,Band Hall 136,TBA
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17358,MUSI,1310,B02,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Band Hall 136,John E. Dujka
History of Rock and Popular Music,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23722,MUSI,1310,B04,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,7:45 am,9:00 am,MW,Band Hall 160,Brian Joseph Klekar
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",20663,MUSI,1310,B30,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,T Building 122,Darla Jean Etter
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17369,MUSI,1310,B31,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,T Building 122,Matthew R Oliver
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23380,MUSI,1310,B32,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,T Building 122,Matthew R Oliver
History of Rock and Popular Music,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17374,MUSI,1310,B34,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,T Building 122,Darla Jean Etter
History of Rock and Popular Music,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23713,MUSI,1310,B35,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,T Building 122,Matthew R Oliver
History of Rock and Popular Music,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24529,MUSI,1310,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Brian Joseph Klekar
History of Rock and Popular Music,Full Term,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25229,MUSI,1310,N02,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Brian Joseph Klekar
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",15432,MUSI,1310,NH1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,John E. Dujka
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21011,MUSI,1310,NH2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Michelle Ruth Lassiter
History of Rock and Popular Music,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",12817,MUSI,1310,NZ1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,John E. Dujka
History of Rock and Popular Music,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",22699,MUSI,1310,NZ2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Michelle Ruth Lassiter
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24859,MUSI,1310,V01,Sealy Campus,Lecture,IVC without Onsite Instructor,3.000,12:00 pm,1:15 pm,TR,Sealy Campus Main Building 109,John E. Dujka
History of Rock and Popular Music,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24861,MUSI,1310,V02,Schulenburg Campus,Lecture,IVC without Onsite Instructor,3.000,12:00 pm,1:15 pm,TR,Schulenburg Main Building 102,John E. Dujka
Music Theory I - Full Term,Offered only in the Fall,,,17384,MUSI,1311,001,Brenham Campus,Lecture,In Person,3.000,7:45 am,9:00 am,MF,Band Hall 152,John E. Dujka
,,,,17384,,,,,,,,7:45 am,8:35 am,W,Band Hall 152,John E. Dujka
Sight Singing & Ear Trng III - Full Term,Offered only in the Fall,,,17404,MUSI,2116,001,Brenham Campus,Laboratory,In Person,1.000,7:45 am,9:00 am,MW,Band Hall 136,Jill Stewart
Class Piano III - Full Term,Offered only in the Fall,,Visual&Performing Art-Chart I,23723,MUSI,2181,001,Brenham Campus,Laboratory,In Person,1.000,9:10 am,10:00 am,TR,Band Hall 142,John E. Dujka
Music Theory III - Full Term,Offered only in the Fall,,,17420,MUSI,2311,001,Brenham Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,Band Hall 152,John E. Dujka
Intro to Safety & Health,Full Term,,Exclude Crse from 3-peat Count,24657,OSHT,1301,200,RELLIS Campus,Combined Lecture/Lab,In Person,3.000,10:00 am,10:55 am,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
,,,,24657,,,,,,,,11:05 am,12:10 pm,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
OSHA Regulations - Construction Industry,Full Term,,Exclude Crse from 3-peat Count,24916,OSHT,1305,N00,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,Christopher B Wallitsch
Physical Hazards Control,Full Term,,Exclude Crse from 3-peat Count,24917,OSHT,1309,200,RELLIS Campus,Combined Lecture/Lab,In Person,3.000,6:00 pm,9:00 pm,W,Walter C. Schwartz Building 288,Monica Deaver Hartman
Accident Prevention Inspection & Investigation,Full Term,,Exclude Crse from 3-peat Count,23646,OSHT,1313,200,RELLIS Campus,Combined Lecture/Lab,In Person,3.000,1:00 pm,1:55 pm,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
,,,,23646,,,,,,,,2:05 pm,3:10 pm,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
Ergonomics & Human Factors in Safety,Full Term,,Exclude Crse from 3-peat Count,24918,OSHT,2305,N00,Distance Education Campus,Combined Lecture/Lab,100% Online,3.000,TBA,,,Online Class-Requires Computer,Michael E Adams
OSHA Reg.-General Ind.,Full Term,,Exclude Crse from 3-peat Count,24658,OSHT,2401,200,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,3:20 pm,4:15 pm,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
,,,,24658,,,,,,,,4:25 pm,5:30 pm,MW,Agricultural & Workforce Ed Co 1116,Clarence Lee Domel
Introduction to Philosophy,12-week,,"Humanities - Chart I, Humanities - Chart I",23418,PHIL,1301,001,Brenham Campus,Lecture,In Person,3.000,12:00 pm,1:40 pm,TR,Academic Building 8,Mark W Bernier
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",20028,PHIL,1301,300,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,G Building 254,TBA
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",19981,PHIL,1301,301,Bryan Campus,Lecture,In Person,3.000,10:35 am,11:50 am,MW,G Building 254,TBA
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",19986,PHIL,1301,302,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,MW,G Building 254,TBA
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",20471,PHIL,1301,304,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,G Building 250,Marshell C Bradley
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",20012,PHIL,1301,305,Bryan Campus,Lecture,In Person,3.000,10:35 am,11:50 am,TR,G Building 250,Marshell C Bradley
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",23239,PHIL,1301,306,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,G Building 250,Marshell C Bradley
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",23853,PHIL,1301,307,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,TR,G Building 250,Marshell C Bradley
Introduction to Philosophy,First 8-week,,"Humanities - Chart I, Humanities - Chart I",19033,PHIL,1301,B01,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Academic Building 4,Paul Edward Stearns
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",25938,PHIL,1301,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Jacob Aaron Kidd
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",25939,PHIL,1301,N02,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Jacob Aaron Kidd
Introduction to Philosophy,Full Term,,"Humanities - Chart I, Humanities - Chart I",25940,PHIL,1301,N03,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Jacob Aaron Kidd
Introduction to Philosophy,First 8-week,,"Humanities - Chart I, Humanities - Chart I",20250,PHIL,1301,N10,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Ann L Voelkel
Introduction to Philosophy,First 8-week,,"Humanities - Chart I, Humanities - Chart I",24637,PHIL,1301,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Stuart West Gurley
Intro to Philosophy,First 8-week,,"Humanities - Chart I, Humanities - Chart I",21162,PHIL,1301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Hans F Cox
Introduction to Philosophy,Second 8-week,,"Humanities - Chart I, Humanities - Chart I",20258,PHIL,1301,N20,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Ann L Voelkel
Intro to Philosophy,Second 8-week,,"Humanities - Chart I, Humanities - Chart I",20980,PHIL,1301,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Hans F Cox
Introduction to Logic,Full Term,,,25300,PHIL,2303,100,RELLIS Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,Blinn RELLIS Admin Building 232,Ann L Voelkel
Introduction to Logic,Full Term,,,20015,PHIL,2303,300,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,MW,G Building 250,Ann L Voelkel
Introduction to Logic,Full Term,,,22677,PHIL,2303,301,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,G Building 252,Richard D. Reilly
Introduction to Logic,Full Term,,,20041,PHIL,2303,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Ann L Voelkel
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",25614,PHIL,2306,001,Brenham Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,Academic Building 21,Lynn Watts
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",25615,PHIL,2306,002,Brenham Campus,Lecture,In Person,3.000,10:35 am,11:50 am,TR,Academic Building 21,Lynn Watts
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",25919,PHIL,2306,003,Brenham Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,Academic Building 21,Lynn Watts
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",25951,PHIL,2306,004,Brenham Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,TR,Academic Building 21,Lynn Watts
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",19991,PHIL,2306,300,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,G Building 250,Marshell C Bradley
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",20026,PHIL,2306,302,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,MW,G Building 252,Richard D. Reilly
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",25999,PHIL,2306,303,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,MW,G Building 250,Marshell C Bradley
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",20879,PHIL,2306,304,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,MW,G Building 250,Marshell C Bradley
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",20882,PHIL,2306,306,Bryan Campus,Lecture,In Person,3.000,5:40 pm,6:55 pm,MW,G Building 252,Richard D. Reilly
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",24243,PHIL,2306,307,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,G Building 254,TBA
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",24532,PHIL,2306,309,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,G Building 252,Richard D. Reilly
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",24533,PHIL,2306,310,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,G Building 254,TBA
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",26000,PHIL,2306,311,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,TR,G Building 254,TBA
Introduction to Ethics,Full Term,,"Humanities - Chart I, Humanities - Chart I",20020,PHIL,2306,312,Bryan Campus,Lecture,In Person,3.000,4:15 pm,5:30 pm,TR,G Building 252,Richard D. Reilly
Introduction to Ethics,First 8-week,,"Humanities - Chart I, Humanities - Chart I",22256,PHIL,2306,B00,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Academic Building 4,Stuart West Gurley
Introduction to Ethics,First 8-week,,"Humanities - Chart I, Humanities - Chart I",19067,PHIL,2306,B01,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Academic Building 4,Paul Edward Stearns
Introduction to Ethics,Second 8-week,,"Humanities - Chart I, Humanities - Chart I",24994,PHIL,2306,B03,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Academic Building 4,Stuart West Gurley
Introduction to Ethics,First 8-week,,"Humanities - Chart I, Humanities - Chart I",19993,PHIL,2306,B05,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,G Building 252,Jacob Aaron Kidd
Introduction to Ethics,First 8-week,,"Humanities - Chart I, Humanities - Chart I",19997,PHIL,2306,B06,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,G Building 252,Jacob Aaron Kidd
Introduction to Ethics,Second 8-week,,"Humanities - Chart I, Humanities - Chart I",23657,PHIL,2306,B07,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,G Building 252,Jacob Aaron Kidd
Introduction to Ethics,First 8-week,,"Humanities - Chart I, Humanities - Chart I",17142,PHIL,2306,B10,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Blinn RELLIS Admin Building 232,Paul Edward Stearns
