Title,Part of Term,Co-enroll,Attributes,CRN,Subject,Course Number,Section,Campus,Type,Method,Credits,Start Time,End Time,Days,Where,Instructor
Principles of Accounting - Financial,Full Term,,,24851,ACCT,2301,301,Bryan Campus,Lecture,In Person,3.000,10:35 am,11:50 am,TR,F Building 246,Amber Lynn Bone
Principles of Accounting - Financial,Full Term,,,24853,ACCT,2301,302,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,F Building 246,Shane E Stibora
Principles of Accounting - Financial,Full Term,,,24929,ACCT,2301,303,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,MW,F Building 246,Shane E Stibora
Principles of Accounting - Financial,Full Term,,,25610,ACCT,2301,304,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,F Building 246,Amber Lynn Bone
Principles of Accounting - Financial,First 8-week,,,21549,ACCT,2301,B0A,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Bullock Building 154,TBA
Principles of Accounting - Financial,Second 8-week,,,19355,ACCT,2301,B0N,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Bullock Building 154,Kwohn Rashaad Whitaker
Principles of Accounting - Financial,First 8-week,,,19338,ACCT,2301,B1A,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,First 8-week,,,19346,ACCT,2301,B1B,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Walter C. Schwartz Building 220,TBA
Principles of Accounting - Financial,First 8-week,,,23306,ACCT,2301,B1C,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,First 8-week,,,21526,ACCT,2301,B1D,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,First 8-week,,,24210,ACCT,2301,B1E,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,First 8-week,,,24991,ACCT,2301,B1F,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,MW,Walter C. Schwartz Building 220,TBA
Principles of Accounting - Financial,Second 8-week,,,19334,ACCT,2301,B1N,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,Second 8-week,,,19349,ACCT,2301,B1O,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,Second 8-week,,,19352,ACCT,2301,B1P,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Financial,First 8-week,,,25838,ACCT,2301,B3A,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 216,Jill Alysha Oliver
Principles of Accounting - Financial,First 8-week,,,19371,ACCT,2301,B3B,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,F Building 216,Shane E Stibora
Principles of Accounting - Financial,First 8-week,,,19388,ACCT,2301,B3C,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,F Building 216,Amber Lynn Bone
Principles of Accounting - Financial,First 8-week,,,23320,ACCT,2301,B3D,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,F Building 234,Muriel Bonneau Brannon
Principles of Accounting - Financial,First 8-week,,,23321,ACCT,2301,B3E,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,F Building 246,Muriel Bonneau Brannon
Principles of Accounting - Financial,First 8-week,,,25839,ACCT,2301,B3F,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,F Building 216,Jill Alysha Oliver
Principles of Accounting - Financial,Second 8-week,,,19375,ACCT,2301,B3N,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 246,Amber Lynn Bone
Principles of Accounting - Financial,Second 8-week,,,19382,ACCT,2301,B3O,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 246,Amber Lynn Bone
Principles of Accounting - Financial,Second 8-week,,,19400,ACCT,2301,B3P,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,F Building 246,Jill Alysha Oliver
Principles of Accounting - Financial,Second 8-week,,,25840,ACCT,2301,B3Q,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 234,Muriel Bonneau Brannon
Principles of Accounting - Financial,Second 8-week,,,19405,ACCT,2301,B3R,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,F Building 234,Shane E Stibora
Principles of Accounting - Financial,Second 8-week,,,25841,ACCT,2301,B3S,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:59 am,TR,F Building 216,Jill Alysha Oliver
Principles of Accounting - Financial,Full Term,,,22594,ACCT,2301,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,LuAnn G Bean Mangold
Principles of Accounting - Financial,First 8-week,,,19414,ACCT,2301,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Kwohn Rashaad Whitaker
Principles of Accounting - Financial,First 8-week,,,11569,ACCT,2301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Stacy Lynne Conrad
Principles of Accounting - Financial,First 8-week,,,25650,ACCT,2301,N13,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Rebecca R Barta
Principles of Accounting - Financial,Second 8-week,,,19416,ACCT,2301,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Stacy Lynne Conrad
Principles of Accounting - Financial,Second 8-week,,,22597,ACCT,2301,N22,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Stacy Lynne Conrad
Principles of Accounting - Financial,First 8-week,,,25514,ACCT,2301,V3A,Bryan Campus,Lecture,IVC with Onsite Instructor,3.000,9:10 am,10:25 am,MW,F Building 246,Muriel Bonneau Brannon
Principles of Accounting - Financial,First 8-week,,,19364,ACCT,2301,V6A,Schulenburg Campus,Lecture,IVC without Onsite Instructor,3.000,9:10 am,10:25 am,MW,Schulenburg Main Building 110,Muriel Bonneau Brannon
Prin. of Managerial Accounting,Second 8-week,,,25886,ACCT,2302,B01,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Bullock Building 154,TBA
Principles of Accounting - Managerial,First 8-week,,,22600,ACCT,2302,B1A,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Managerial,Second 8-week,,,24952,ACCT,2302,B1M,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Managerial,Second 8-week,,,21529,ACCT,2302,B1N,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Blinn RELLIS Admin Building 234,TBA
Principles of Accounting - Managerial,Second 8-week,,,19427,ACCT,2302,B1O,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Blinn RELLIS Admin Building 234,Muriel Bonneau Brannon
Principles of Accounting - Managerial,First 8-week,,,19433,ACCT,2302,B3A,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 216,Jill Alysha Oliver
Principles of Accounting - Managerial,First 8-week,,,25842,ACCT,2302,B3B,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,TR,F Building 216,TBA
Principles of Accounting - Managerial,Second 8-week,,,19443,ACCT,2302,B3N,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 216,Muriel Bonneau Brannon
Principles of Accounting - Managerial,Second 8-week,,,25843,ACCT,2302,B3O,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,MW,F Building 216,TBA
Principles of Accounting - Managerial,Full Term,,,22598,ACCT,2302,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,LuAnn G Bean Mangold
Principles of Accounting - Managerial,First 8-week,,,19449,ACCT,2302,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Rebecca R Barta
Principles of Accounting - Managerial,Second 8-week,,,19450,ACCT,2302,N22,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Rebecca R Barta
Principles of Accounting - Managerial,Second 8-week,,,25649,ACCT,2302,N23,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Rebecca R Barta
Intro to Accounting,First 8-week,,Exclude Crse from 3-peat Count,19682,ACNT,1303,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Niki T Wilson
Intro to Accounting,First 8-week,,Exclude Crse from 3-peat Count,25609,ACNT,1303,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Niki T Wilson
Intro to Accounting,Second 8-week,,Exclude Crse from 3-peat Count,24283,ACNT,1303,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Niki T Wilson
Computerized Acct Application,Second 8-week,,Exclude Crse from 3-peat Count,19683,ACNT,1313,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,TBA
Payroll and Business Tax - ACNT 1329 - N11,First 8-week,,,19684,ACNT,1329,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Kwohn Rashaad Whitaker
Drone Flight Trng & Operations - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,22784,AERO,1291,020,Brenham Campus,Combined Lecture/Lab,In Person,2.000,12:00 pm,2:40 pm,T,"Science, Tech, Engin & Innovat 121",Amy Rachelle Hascek
Intro to Animal Science (Lab),Full Term,,,20436,AGRI,1119,002,Brenham Campus,Laboratory,In Person,1.000,12:00 pm,1:40 pm,T,Rankin Ag Complex Classroom 115,Quest James Newberry
Agronomy,First 8-week,,,18232,AGRI,1307,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Benjamin Z Burroughs
Computers in Agriculture - Full Term,Offered only in the Fall,,,23775,AGRI,1309,001,Brenham Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,Rankin Ag Complex Shop 130,Bryn Martin Behnke
Horticulture,Full Term,,Natural Sciences-Chart I,17696,AGRI,1315,300,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,H Building 225,Ronald Wayne Rushing
Horticulture,Full Term,,Natural Sciences-Chart I,25408,AGRI,1315,302,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,H Building 225,Ronald Wayne Rushing
Horticulture,Second 8-week,,Natural Sciences-Chart I,20438,AGRI,1315,B21,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,7:45 am,9:00 am,TR,Rankin Ag Complex Classroom 105,Allen W Kaminski
Horticulture,First 8-week,,Natural Sciences-Chart I,21126,AGRI,1315,B30,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,H Building 225,Laura Ellen Hill
Horticulture,First 8-week,,Natural Sciences-Chart I,17759,AGRI,1315,B35,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,H Building 104,Laura Ellen Hill
Horticulture,First 8-week,,Natural Sciences-Chart I,24409,AGRI,1315,B36,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,H Building 225,Laura Ellen Hill
Horticulture,Second 8-week,,Natural Sciences-Chart I,25885,AGRI,1315,B40,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,H Building 225,Charis Diane Roueche
Horticulture,Second 8-week,,Natural Sciences-Chart I,17745,AGRI,1315,B45,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,H Building 225,Laura Ellen Hill
Horticulture,First 8-week,,Natural Sciences-Chart I,22617,AGRI,1315,B50,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Blinn RELLIS Admin Building 210,Charis Diane Roueche
Horticulture,Second 8-week,,Natural Sciences-Chart I,21634,AGRI,1315,B65,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Blinn RELLIS Admin Building 210,Charis Diane Roueche
Horticulture,Full Term,,Natural Sciences-Chart I,18229,AGRI,1315,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,TBA
Horticulture,Second 8-week,,Natural Sciences-Chart I,20884,AGRI,1315,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Laura Ellen Hill
Horticulture,First 8-week,,Natural Sciences-Chart I,17595,AGRI,1315,V11,Brenham Campus,Lecture,IVC with Onsite Instructor,3.000,10:35 am,11:50 am,MW,Rankin Ag Complex Classroom 106,Benjamin Z Burroughs
Horticulture,First 8-week,,Natural Sciences-Chart I,23045,AGRI,1315,V70,Schulenburg Campus,Lecture,IVC without Onsite Instructor,3.000,10:35 am,11:50 am,MW,Schulenburg Main Building 102,Benjamin Z Burroughs
Horticulture,First 8-week,,Natural Sciences-Chart I,25872,AGRI,1315,V80,Sealy Campus,Lecture,IVC without Onsite Instructor,3.000,10:35 am,11:50 am,MW,TBA,Benjamin Z Burroughs
Animal Science,Full Term,,,25571,AGRI,1319,001,Brenham Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,Rankin Ag Complex Classroom 115,Quest James Newberry
Animal Science,Full Term,,,17711,AGRI,1319,300,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,F Building 224,Nathan A Krueger
Animal Science,Second 8-week,,,17589,AGRI,1319,B21,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Rankin Ag Complex Classroom 115,Brice E Mund
Animal Science,First 8-week,,,25882,AGRI,1319,B31,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 224,Willy Justin Horne
Animal Science,First 8-week,,,17707,AGRI,1319,B32,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,F Building 224,Willy Justin Horne
Animal Science,First 8-week,,,23795,AGRI,1319,B51,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Blinn RELLIS Admin Building 210,Brice E Mund
Animal Science,First 8-week,,,18228,AGRI,1319,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,TBA
Animal Science,Second 8-week,,,20955,AGRI,1319,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Adrian G Austin
Principles of Food Science,Second 8-week,,,17677,AGRI,1329,B40,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,H Building 104,Laura Ellen Hill
Agricultural Power Units,Full Term,,,11008,AGRI,2301,001,Brenham Campus,Combined Lecture/Lab,In Person,3.000,8:00 am,9:40 am,MW,Rankin Ag Complex Shop 140,Benjamin Z Burroughs
Agricultural Construction,Full Term,,,23780,AGRI,2303,001,Brenham Campus,Combined Lecture/Lab,In Person,3.000,8:00 am,9:40 am,TR,Rankin Ag Complex Shop 120,Benjamin Z Burroughs
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,25407,AGRI,2317,300,Bryan Campus,Lecture,In Person,3.000,7:45 am,9:00 am,TR,F Building 224,Lynn Hastings Miller
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,24919,AGRI,2317,301,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,TR,F Building 224,Lynn Hastings Miller
Introduction to Ag Economics,First 8-week,,Social&Behavorial Sc-Chart I,21138,AGRI,2317,B30,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,H Building 225,Lynn Hastings Miller
Introduction to Ag Economics,Second 8-week,,Social&Behavorial Sc-Chart I,24924,AGRI,2317,B40,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,H Building 104,Lynn Hastings Miller
Introduction to Ag Economics,Second 8-week,,Social&Behavorial Sc-Chart I,17684,AGRI,2317,B41,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,H Building 225,Lynn Hastings Miller
Introduction to Ag Economics,Second 8-week,,Social&Behavorial Sc-Chart I,20442,AGRI,2317,B61,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Blinn RELLIS Admin Building 210,Willy Justin Horne
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,13798,AGRI,2317,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Jeffry P Downey
Introduction to Ag Economics,Second 8-week,,Social&Behavorial Sc-Chart I,15889,AGRI,2317,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Jeffry P Downey
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,17585,AGRI,2317,V11,Brenham Campus,Lecture,IVC with Onsite Instructor,3.000,9:10 am,10:25 am,TR,Rankin Ag Complex Classroom 106,Bryn Martin Behnke
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,25873,AGRI,2317,V70,Schulenburg Campus,Lecture,IVC without Onsite Instructor,3.000,9:10 am,10:25 am,TR,TBA,Bryn Martin Behnke
Introduction to Ag Economics,Full Term,,Social&Behavorial Sc-Chart I,25874,AGRI,2317,V80,Sealy Campus,Lecture,IVC without Onsite Instructor,3.000,9:10 am,10:25 am,TR,TBA,Bryn Martin Behnke
Livestock Evaluation,Full Term,,,20441,AGRI,2321,002,Brenham Campus,Combined Lecture/Lab,In Person,3.000,1:25 pm,2:40 pm,MW,Rankin Ag Complex Classroom 105,Brice E Mund
Wildlife Conservation and Management,Second 8-week,,,15890,AGRI,2330,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Kenneth J Lodrigue
Wildlife Conservation and Management,Second 8-week,,,17634,AGRI,2330,V21,Brenham Campus,Lecture,IVC with Onsite Instructor,3.000,10:35 am,11:50 am,TR,Rankin Ag Complex Classroom 106,Allen W Kaminski
Wildlife Conservation and Management,Second 8-week,,,17680,AGRI,2330,V40,Bryan Campus,Lecture,IVC without Onsite Instructor,3.000,10:35 am,11:50 am,TR,F Building 223,Allen W Kaminski
Physical Anthropology,Full Term,,Natural Sciences-Chart I,25855,ANTH,2301,200,RELLIS Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,Blinn RELLIS Admin Building 210,Victoria S Izzo
Physical Anthropology,Full Term,,Natural Sciences-Chart I,21923,ANTH,2301,300,Bryan Campus,Lecture,In Person,3.000,7:05 pm,9:45 pm,W,A Building 227,Michelle Jeannette Raisor
Physical Anthropology,Full Term,,Natural Sciences-Chart I,25246,ANTH,2301,301,Bryan Campus,Lecture,In Person,3.000,10:35 am,11:50 am,MW,A Building 227,Michelle Jeannette Raisor
Physical Anthropology,Full Term,,Natural Sciences-Chart I,25854,ANTH,2301,350,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,A Building 227,Michelle Jeannette Raisor
Physical Anthropology,First 8-week,,Natural Sciences-Chart I,24572,ANTH,2301,BH1,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,R Building 109,Dawn Marie Marshall
Physical Anthropology,Second 8-week,,Natural Sciences-Chart I,23879,ANTH,2301,BH2,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,R Building 109,Dawn Marie Marshall
Physical Anthropology,First 8-week,,Natural Sciences-Chart I,25044,ANTH,2301,N34,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Nathan A Shelley
Physical Anthropology,12-week,,Natural Sciences-Chart I,25245,ANTH,2301,N40,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - 12 week,Bonny Marie Ford
Physical Anthropology,First 8-week,,Natural Sciences-Chart I,14111,ANTH,2301,NH2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Dawn Marie Marshall
Physical Anthropology,Second 8-week,,Natural Sciences-Chart I,24573,ANTH,2301,NH6,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Dawn Marie Marshall
Introduction to Archaeology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",25248,ANTH,2302,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Nathan A Shelley
Introduction to Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",25856,ANTH,2346,300,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,R Building 109,Dawn Marie Marshall
Introduction to Anthropology,Second 8-week,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",20913,ANTH,2346,NH2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Bonny Marie Ford
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",24150,ANTH,2351,100,RELLIS Campus,Lecture,In Person,3.000,10:35 am,11:50 am,MW,Blinn RELLIS Admin Building 272,Victoria S Izzo
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",24922,ANTH,2351,200,RELLIS Campus,Lecture,In Person,3.000,7:45 am,9:00 am,TR,Blinn RELLIS Admin Building 272,Victoria S Izzo
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",25247,ANTH,2351,301,Bryan Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,A Building 227,Michelle Jeannette Raisor
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",23895,ANTH,2351,315,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,MW,A Building 227,Kevin P Pepper
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",24575,ANTH,2351,320,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,MW,A Building 227,Kevin P Pepper
Cultural Anthropology,Full Term,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",23893,ANTH,2351,410,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,A Building 227,Michelle Jeannette Raisor
Cultural Anthropology,First 8-week,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",25249,ANTH,2351,N03,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Caroline Clark Rivera
Cultural Anthropology,Second 8-week,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",25250,ANTH,2351,N04,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Caroline Clark Rivera
Cultural Anthropology,First 8-week,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",24306,ANTH,2351,NH1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,TBA
Cultural Anthropology,Second 8-week,,"Social&Behavorial Sc-Chart I, Social&Behavorial Sc-Chart I",24574,ANTH,2351,NH2,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Caroline Clark Rivera
Physical Anthropology,Full Term,,Natural Sciences-Chart I,25857,ANTH,2401,400,Bryan Campus,Combined Lecture/Lab,Hybrid - In Person & Online,4.000,12:00 pm,2:40 pm,M,R Building 109,Dawn Marie Marshall
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18002,ARCH,1301,B10,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,F Building 214,Ashley Elizabeth Martin Cooper
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",22267,ARCH,1301,B11,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,F Building 214,Keith Everette Sylvester
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24199,ARCH,1301,B13,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 214,Abraham Obregon
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",18543,ARCH,1301,B22,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,F Building 214,Ashley Elizabeth Martin Cooper
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",22475,ARCH,1301,B23,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 214,Abraham Obregon
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",24960,ARCH,1301,B24,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,F Building 214,Shahead Maghreby
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",26048,ARCH,1301,BN1,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Classroom Building 16,Thomas Hayne Upchurch
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",13661,ARCH,1301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Margaret Elizabeth Woosnam
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",17656,ARCH,1301,N13,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Dana Kay Hudson
Architectural History I,First 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",23385,ARCH,1301,N14,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Margaret Elizabeth Woosnam
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",21318,ARCH,1301,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Dana Kay Hudson
Architectural History I,Second 8-week,,"Visual&Performing Art-Chart I, Visual&Performing Art-Chart I",25168,ARCH,1301,N23,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Keith Everette Sylvester
